date,platform,campaign_name,ad_set,country,impressions,reach,clicks,likes,comments,shares,conversions,ad_spend,revenue,CTR,Engagement rate,ROI
14-12-2022,Instagram,Festive Sale,Students,Australia,37942,38799,2361,1146,161,360,270,443.62,546.64,6.22%,4.39%,23.22%
14-12-2022,Instagram,Festive Sale,Adults,USA,21028,39407,836,81,425,164,166,871.11,3991.91,3.98%,3.19%,358.26%
16-12-2022,Facebook,Lead Generation,Youth,USA,27957,19267,1710,2958,119,76,127,314.39,784,6.12%,11.28%,149.37%
16-12-2022,Facebook,Lead Generation,Professionals,USA,24889,20052,4540,563,419,488,487,194.65,2083.95,18.24%,5.91%,970.61%
16-12-2022,Facebook,Product Launch,Youth,Australia,28518,13188,1014,1807,281,758,484,767.46,1151.52,3.56%,9.98%,50.04%
18-12-2022,Instagram,Festive Sale,Youth,Australia,30416,5862,4956,1657,8,443,418,926.93,2720.2,16.29%,6.93%,193.46%
21-12-2022,Facebook,Product Launch,Adults,Canada,26142,28182,3078,1673,189,275,92,282.29,4330.71,11.77%,8.17%,1434.14%
22-12-2022,Instagram,Brand Awareness,Adults,India,46246,37103,1593,2251,77,203,228,712.23,2100.67,3.44%,5.47%,194.94%
25-12-2022,Instagram,Festive Sale,Students,USA,9154,7442,3573,1612,288,474,243,273.57,580.82,39.03%,25.93%,112.31%
29-12-2022,Facebook,Lead Generation,Youth,UK,9683,2570,4398,1960,154,7,227,569.91,4678.63,45.42%,21.90%,720.94%
29-12-2022,Facebook,Festive Sale,Professionals,Canada,27535,38293,4149,1161,303,270,437,220.5,3018.45,15.07%,6.30%,1268.91%
29-12-2022,Facebook,Festive Sale,Youth,USA,24147,1469,488,1213,410,582,64,524.26,248.69,2.02%,9.13%,-52.56%
30-12-2022,Instagram,Lead Generation,Adults,UK,43481,19627,3128,559,353,547,465,405.51,1497.03,7.19%,3.36%,269.17%
30-12-2022,Instagram,Brand Awareness,Youth,India,18264,14001,1551,991,192,149,490,353.11,2389.9,8.49%,7.29%,576.81%
31-12-2022,Facebook,Lead Generation,Adults,India,1534,27523,1239,1002,217,775,19,899.25,4147.96,80.77%,129.99%,361.27%
31-12-2022,Instagram,Festive Sale,Adults,India,7159,26535,947,830,15,286,108,252.01,4315.08,13.23%,15.80%,1612.27%
01-01-2023,Facebook,Festive Sale,Students,India,27905,24335,3940,2089,218,524,71,81.96,3957.72,14.12%,10.15%,4728.84%
01-01-2023,Facebook,Lead Generation,Adults,UK,7447,5724,3860,1828,487,500,498,318.08,3175.79,51.83%,37.80%,898.42%
02-01-2023,Facebook,Product Launch,Students,Australia,24345,10552,2305,2191,132,321,403,958.24,2657.41,9.47%,10.86%,177.32%
04-01-2023,Facebook,Festive Sale,Adults,India,49639,18292,4943,377,412,784,409,402.06,2933.63,9.96%,3.17%,629.65%
04-01-2023,Facebook,Festive Sale,Professionals,Australia,47289,38076,204,254,172,609,161,144.81,3462.23,0.43%,2.19%,2290.88%
05-01-2023,Facebook,Product Launch,Professionals,UK,4010,6772,3392,1487,234,377,352,755.68,1460.3,84.59%,52.32%,93.24%
05-01-2023,Instagram,Product Launch,Youth,India,15266,17206,947,849,420,547,473,615.1,2932.73,6.20%,11.90%,376.79%
07-01-2023,Facebook,Festive Sale,Youth,USA,40752,24295,1045,794,42,413,453,299.52,469.56,2.56%,3.06%,56.77%
08-01-2023,Facebook,Brand Awareness,Professionals,India,8099,15928,974,49,276,794,465,838.34,4642.82,12.03%,13.82%,453.81%
08-01-2023,Facebook,Lead Generation,Youth,Australia,12154,29269,3062,2188,56,121,463,540.17,4817.42,25.19%,19.46%,791.83%
09-01-2023,Facebook,Festive Sale,Professionals,USA,43919,16293,2158,1751,463,64,230,617.9,4920.04,4.91%,5.19%,696.25%
10-01-2023,Facebook,Lead Generation,Adults,UK,5368,7662,1453,2623,414,613,428,704.71,1369.42,27.07%,68.00%,94.32%
12-01-2023,Facebook,Festive Sale,Students,UK,35158,33690,4995,770,198,554,360,807.58,3882.59,14.21%,4.33%,380.77%
13-01-2023,Facebook,Brand Awareness,Professionals,UK,8857,20659,1934,1856,473,512,289,522.47,4176.36,21.84%,32.08%,699.35%
15-01-2023,Instagram,Lead Generation,Professionals,UK,7784,26370,923,1070,425,519,468,440.63,3538.94,11.86%,25.87%,703.15%
17-01-2023,Instagram,Product Launch,Professionals,India,1220,19873,2642,743,149,591,4,580.99,4608.39,216.56%,121.56%,693.20%
17-01-2023,Instagram,Brand Awareness,Youth,USA,5763,15572,1291,1824,159,296,152,597.67,228.15,22.40%,39.55%,-61.83%
18-01-2023,Facebook,Brand Awareness,Professionals,USA,49674,9879,3189,1169,316,639,147,246.6,2651.87,6.42%,4.28%,975.37%
19-01-2023,Instagram,Brand Awareness,Youth,Canada,32875,33805,1386,1255,61,14,135,986.93,3575.33,4.22%,4.05%,262.27%
19-01-2023,Facebook,Brand Awareness,Youth,UK,34710,39556,1774,2510,209,461,337,829.21,2787.09,5.11%,9.16%,236.11%
20-01-2023,Facebook,Product Launch,Professionals,UK,19122,1253,3131,2957,13,767,159,197.46,1607.71,16.37%,19.54%,714.20%
20-01-2023,Instagram,Product Launch,Youth,Canada,6495,30831,762,2837,194,750,251,849.31,3956.26,11.73%,58.21%,365.82%
21-01-2023,Instagram,Lead Generation,Professionals,Australia,9881,13024,2388,436,341,102,138,335.56,4776.79,24.17%,8.90%,1323.53%
21-01-2023,Facebook,Product Launch,Professionals,Australia,6499,13346,3950,1790,206,596,153,455.18,474.04,60.78%,39.88%,4.14%
23-01-2023,Instagram,Festive Sale,Professionals,India,9997,33688,915,2710,426,763,418,109.44,4287.67,9.15%,39.00%,3817.83%
23-01-2023,Instagram,Brand Awareness,Students,Australia,12049,9795,4587,2934,396,538,79,762.4,216.12,38.07%,32.10%,-71.65%
24-01-2023,Facebook,Lead Generation,Youth,India,25090,10516,3383,518,264,648,45,394.54,1552.22,13.48%,5.70%,293.43%
27-01-2023,Instagram,Lead Generation,Adults,USA,12826,12778,4340,775,89,658,119,888.42,3878.29,33.84%,11.87%,336.54%
28-01-2023,Instagram,Lead Generation,Students,India,12445,21858,3098,1546,486,492,483,597.72,269.52,24.89%,20.28%,-54.91%
28-01-2023,Facebook,Brand Awareness,Adults,Canada,14749,39167,4069,2382,70,235,367,629.41,2393.97,27.59%,18.22%,280.35%
28-01-2023,Facebook,Lead Generation,Youth,India,3892,11772,1145,280,80,101,203,878.09,4988.6,29.42%,11.84%,468.12%
28-01-2023,Instagram,Product Launch,Students,Canada,38146,23984,4678,1913,421,502,91,221.21,800.75,12.26%,7.43%,261.99%
30-01-2023,Instagram,Brand Awareness,Professionals,UK,4174,26145,3806,1406,133,131,470,335.85,4731.4,91.18%,40.01%,1308.78%
30-01-2023,Instagram,Festive Sale,Youth,UK,13373,19505,1905,664,358,512,56,591.49,2015.9,14.25%,11.47%,240.82%
30-01-2023,Instagram,Festive Sale,Professionals,India,32331,19061,3154,2387,38,147,79,425.67,2393.43,9.76%,7.96%,462.27%
31-01-2023,Facebook,Festive Sale,Students,UK,35629,6482,414,148,9,578,370,968.13,4878.94,1.16%,2.06%,403.96%
01-02-2023,Instagram,Lead Generation,Youth,India,31825,25396,3615,683,105,201,157,930.71,3852.83,11.36%,3.11%,313.97%
01-02-2023,Instagram,Lead Generation,Professionals,India,11386,25912,4164,1630,285,719,361,403.48,4382.18,36.57%,23.13%,986.10%
02-02-2023,Instagram,Product Launch,Adults,USA,16103,7970,832,2959,368,209,299,188.49,4641.81,5.17%,21.96%,2362.63%
02-02-2023,Instagram,Lead Generation,Students,Canada,39914,10346,143,412,254,106,422,902.37,1758.76,0.36%,1.93%,94.90%
02-02-2023,Instagram,Lead Generation,Students,Canada,8367,8630,4461,2357,395,78,120,435.25,2274.94,53.32%,33.82%,422.67%
02-02-2023,Instagram,Festive Sale,Students,Canada,40563,30132,2332,934,395,311,451,766.37,3560.16,5.75%,4.04%,364.55%
05-02-2023,Instagram,Lead Generation,Adults,USA,33330,28836,4577,1578,218,461,286,301.38,576.21,13.73%,6.77%,91.19%
05-02-2023,Instagram,Product Launch,Youth,UK,4158,34372,4999,867,289,630,474,507.5,602.44,120.23%,42.95%,18.71%
05-02-2023,Instagram,Lead Generation,Professionals,UK,41056,38898,2716,682,175,296,387,396.84,4691.53,6.62%,2.81%,1082.22%
07-02-2023,Instagram,Lead Generation,Adults,UK,44880,30599,954,771,416,345,177,316.66,1837.42,2.13%,3.41%,480.25%
07-02-2023,Facebook,Festive Sale,Professionals,India,13926,20765,578,2115,279,498,351,574.01,58.54,4.15%,20.77%,-89.80%
08-02-2023,Instagram,Brand Awareness,Youth,UK,6650,35732,1155,765,200,537,14,68,2541.19,17.37%,22.59%,3637.04%
09-02-2023,Facebook,Festive Sale,Youth,India,13665,9990,1395,320,458,684,482,774.09,4552.15,10.21%,10.70%,488.06%
09-02-2023,Facebook,Lead Generation,Adults,USA,26538,2537,1490,2429,466,106,6,377.7,2476.05,5.61%,11.31%,555.56%
12-02-2023,Instagram,Brand Awareness,Professionals,UK,42910,10499,3656,2822,23,349,260,119.99,1577.61,8.52%,7.44%,1214.78%
13-02-2023,Instagram,Lead Generation,Youth,Australia,22782,8033,4370,546,321,554,241,984.18,4306.26,19.18%,6.24%,337.55%
14-02-2023,Facebook,Festive Sale,Students,Canada,33264,23140,1621,1468,171,256,239,689,2931.5,4.87%,5.70%,325.47%
14-02-2023,Instagram,Brand Awareness,Students,UK,45578,19260,4068,1888,395,718,243,14.6,1910.63,8.93%,6.58%,12986.51%
15-02-2023,Facebook,Brand Awareness,Students,UK,48645,39936,2797,1471,375,331,370,341.87,947.18,5.75%,4.48%,177.06%
15-02-2023,Facebook,Lead Generation,Adults,UK,18772,5462,3908,1077,15,225,200,209.43,2528.45,20.82%,7.02%,1107.30%
16-02-2023,Instagram,Lead Generation,Professionals,Canada,18232,17275,4283,1111,44,22,30,256.05,533.02,23.49%,6.46%,108.17%
17-02-2023,Instagram,Brand Awareness,Youth,UK,29408,38106,4058,941,340,203,137,173.96,3317.01,13.80%,5.05%,1806.77%
18-02-2023,Facebook,Festive Sale,Adults,India,26363,21489,842,482,186,264,300,650.69,4093.99,3.19%,3.54%,529.18%
22-02-2023,Facebook,Festive Sale,Adults,Canada,6555,16682,4562,644,439,586,33,557.87,4485.28,69.60%,25.46%,704.00%
23-02-2023,Facebook,Lead Generation,Adults,Australia,17678,10916,3541,211,445,586,398,109.06,3732.13,20.03%,7.03%,3322.09%
23-02-2023,Facebook,Festive Sale,Youth,Australia,7998,11895,1124,1523,212,441,390,320.74,913.33,14.05%,27.21%,184.76%
23-02-2023,Instagram,Brand Awareness,Adults,Canada,20049,22298,146,1731,499,491,173,956.98,3002.23,0.73%,13.57%,213.72%
28-02-2023,Facebook,Festive Sale,Professionals,Canada,17562,36590,3456,2625,9,605,35,14.09,1765.15,19.68%,18.44%,12427.68%
01-03-2023,Facebook,Product Launch,Professionals,India,47040,35641,2697,908,153,579,10,483.1,4419.92,5.73%,3.49%,814.91%
02-03-2023,Facebook,Lead Generation,Adults,USA,46246,24390,4478,2560,459,326,380,552.72,4907.58,9.68%,7.23%,787.90%
02-03-2023,Facebook,Festive Sale,Adults,Canada,31930,26920,4496,101,287,199,419,109.03,4225.03,14.08%,1.84%,3775.11%
04-03-2023,Facebook,Lead Generation,Youth,Australia,15249,10477,3268,2439,440,405,499,813.04,407.75,21.43%,21.54%,-49.85%
04-03-2023,Facebook,Lead Generation,Students,UK,16823,932,3329,1198,303,141,375,456.65,1518.7,19.79%,9.76%,232.57%
04-03-2023,Facebook,Brand Awareness,Professionals,UK,29716,31895,2045,1924,396,693,363,557.45,1525.81,6.88%,10.14%,173.71%
05-03-2023,Instagram,Product Launch,Adults,Canada,26791,3852,3235,1848,195,792,381,519.83,862.37,12.07%,10.58%,65.89%
05-03-2023,Facebook,Festive Sale,Students,Canada,2552,2817,4352,2523,483,183,349,280.3,1213.39,170.53%,124.96%,332.89%
05-03-2023,Facebook,Lead Generation,Professionals,UK,41495,31807,4267,1727,175,470,397,786.93,4738.77,10.28%,5.72%,502.18%
06-03-2023,Facebook,Brand Awareness,Students,UK,37561,3623,1784,2106,223,348,240,124.4,569.45,4.75%,7.13%,357.76%
07-03-2023,Facebook,Brand Awareness,Students,Australia,19667,26557,827,583,335,473,60,959.1,1393.73,4.21%,7.07%,45.32%
08-03-2023,Facebook,Brand Awareness,Youth,Canada,48551,2337,321,291,221,226,14,669.87,2809.72,0.66%,1.52%,319.44%
08-03-2023,Instagram,Product Launch,Students,Australia,9269,11502,4162,1687,388,111,83,899.24,2821.21,44.90%,23.58%,213.73%
08-03-2023,Instagram,Brand Awareness,Professionals,UK,2674,27649,3304,350,209,758,13,416.23,1301.53,123.56%,49.25%,212.69%
08-03-2023,Facebook,Brand Awareness,Youth,Canada,9412,12339,1209,531,117,42,479,11.19,127.45,12.85%,7.33%,1038.96%
10-03-2023,Instagram,Festive Sale,Professionals,USA,38521,39544,3489,2725,64,718,38,109.88,1722.38,9.06%,9.10%,1467.51%
10-03-2023,Instagram,Festive Sale,Students,Australia,36016,21029,734,1623,368,254,268,895.76,3805.44,2.04%,6.23%,324.83%
11-03-2023,Facebook,Product Launch,Students,Canada,14668,35681,3858,1409,68,655,15,910.62,231.02,26.30%,14.54%,-74.63%
12-03-2023,Facebook,Lead Generation,Youth,Australia,35678,25330,3138,1819,114,455,16,915.78,4590.65,8.80%,6.69%,401.28%
12-03-2023,Instagram,Festive Sale,Professionals,USA,25700,10667,2851,1689,459,80,9,954.48,605.4,11.09%,8.67%,-36.57%
14-03-2023,Instagram,Lead Generation,Students,UK,3623,9863,1490,2002,93,296,304,842.48,2327.33,41.13%,66.00%,176.25%
15-03-2023,Facebook,Lead Generation,Professionals,Australia,4084,2011,92,2913,406,760,249,895.59,2445.75,2.25%,99.88%,173.09%
15-03-2023,Facebook,Product Launch,Students,Australia,43863,4212,3933,1564,295,477,82,330.43,966.86,8.97%,5.33%,192.61%
15-03-2023,Instagram,Festive Sale,Adults,Canada,28926,36809,2588,343,20,91,343,158.14,4728.14,8.95%,1.57%,2889.84%
16-03-2023,Facebook,Brand Awareness,Adults,India,8036,8546,2299,1673,436,59,245,438.75,1649.79,28.61%,26.98%,276.02%
16-03-2023,Facebook,Brand Awareness,Students,USA,30697,9234,1237,1605,434,277,140,90.58,3720.96,4.03%,7.54%,4007.93%
16-03-2023,Facebook,Brand Awareness,Professionals,Canada,28689,30241,824,603,426,357,112,164.7,657.56,2.87%,4.83%,299.25%
16-03-2023,Facebook,Festive Sale,Professionals,India,3429,28550,2021,1636,56,472,77,216.44,3751.44,58.94%,63.11%,1633.25%
17-03-2023,Instagram,Product Launch,Professionals,India,21805,31915,292,1291,473,220,10,663.33,92.35,1.34%,9.10%,-86.08%
22-03-2023,Instagram,Festive Sale,Professionals,Australia,47900,15579,338,268,373,477,351,658.38,4251.24,0.71%,2.33%,545.71%
24-03-2023,Facebook,Lead Generation,Adults,Australia,15017,39939,1438,334,78,12,135,696.46,746.68,9.58%,2.82%,7.21%
24-03-2023,Instagram,Brand Awareness,Adults,India,8837,27584,1248,2375,274,783,235,425.2,1059.24,14.12%,38.84%,149.12%
25-03-2023,Instagram,Product Launch,Adults,UK,16896,35801,306,2622,100,559,166,479.05,3237.51,1.81%,19.42%,575.82%
25-03-2023,Facebook,Brand Awareness,Youth,UK,42886,18158,3299,2392,470,429,101,948.44,148.41,7.69%,7.67%,-84.35%
25-03-2023,Instagram,Festive Sale,Students,UK,39523,26692,3321,2741,253,530,307,652.75,1651.16,8.40%,8.92%,152.95%
25-03-2023,Instagram,Brand Awareness,Youth,Australia,11672,5646,4883,670,421,427,220,486.24,72.18,41.84%,13.01%,-85.16%
26-03-2023,Instagram,Festive Sale,Professionals,Canada,36340,26363,3259,932,340,133,411,511.31,2248.51,8.97%,3.87%,339.75%
26-03-2023,Instagram,Lead Generation,Professionals,UK,11143,11494,1519,2195,472,283,25,313.71,4145.86,13.63%,26.47%,1221.56%
26-03-2023,Facebook,Brand Awareness,Adults,UK,38203,25163,4133,1875,315,790,418,120.68,1661.07,10.82%,7.80%,1276.43%
26-03-2023,Facebook,Lead Generation,Youth,USA,40620,38699,4455,650,448,552,413,820.03,2685.95,10.97%,4.06%,227.54%
27-03-2023,Facebook,Lead Generation,Youth,UK,1845,12456,513,2293,496,597,39,345.1,4300.32,27.80%,183.52%,1146.11%
29-03-2023,Instagram,Product Launch,Adults,Canada,43982,23411,2644,1629,403,243,280,551.05,1557.67,6.01%,5.17%,182.67%
31-03-2023,Facebook,Festive Sale,Youth,Canada,38292,19568,4413,1339,382,499,495,686.13,2485.1,11.52%,5.80%,262.19%
31-03-2023,Facebook,Festive Sale,Adults,Australia,30661,30099,4873,2288,332,575,468,346.71,4946.82,15.89%,10.42%,1326.79%
01-04-2023,Instagram,Lead Generation,Youth,UK,19445,27491,2701,1979,400,761,263,405.31,1096.78,13.89%,16.15%,170.60%
02-04-2023,Facebook,Lead Generation,Students,India,13746,20881,4720,1031,2,484,357,132.7,1194.14,34.34%,11.04%,799.88%
02-04-2023,Facebook,Product Launch,Students,India,45100,31605,2546,1208,245,534,36,120.2,4784.81,5.65%,4.41%,3880.71%
02-04-2023,Instagram,Festive Sale,Youth,India,12593,37326,2481,2467,20,536,228,698.02,2685.37,19.70%,24.01%,284.71%
02-04-2023,Instagram,Festive Sale,Students,UK,9720,35323,3498,1850,487,135,462,257.87,3354.66,35.99%,25.43%,1200.91%
03-04-2023,Instagram,Festive Sale,Adults,UK,47854,12726,4528,1203,416,763,333,354.2,4247.22,9.46%,4.98%,1099.10%
03-04-2023,Facebook,Lead Generation,Youth,India,33355,28366,432,2233,228,361,428,22.47,594.61,1.30%,8.46%,2546.24%
04-04-2023,Instagram,Festive Sale,Youth,Australia,30992,21768,1150,2010,148,368,334,297.74,3795.18,3.71%,8.15%,1174.66%
05-04-2023,Instagram,Product Launch,Students,USA,44601,10518,4158,2877,155,577,480,775.94,327.1,9.32%,8.09%,-57.84%
06-04-2023,Facebook,Festive Sale,Youth,Canada,5575,35640,4292,1530,217,61,419,490.4,1138.63,76.99%,32.43%,132.18%
07-04-2023,Facebook,Festive Sale,Professionals,UK,37547,21753,3973,2323,41,421,472,903.97,2722.74,10.58%,7.42%,201.20%
07-04-2023,Facebook,Festive Sale,Students,UK,45980,11281,1032,1821,295,506,404,365.17,3468.24,2.24%,5.70%,849.76%
08-04-2023,Instagram,Festive Sale,Adults,UK,38040,14065,609,2797,276,276,147,334.27,2296.97,1.60%,8.80%,587.16%
10-04-2023,Instagram,Brand Awareness,Professionals,Australia,3159,21560,830,1355,2,158,281,975.12,3311.23,26.27%,47.96%,239.57%
10-04-2023,Facebook,Product Launch,Professionals,USA,42139,13963,4200,2674,268,453,172,161.13,3365.13,9.97%,8.06%,1988.46%
10-04-2023,Facebook,Lead Generation,Adults,UK,39258,20880,811,1067,51,712,179,669.76,4040.74,2.07%,4.66%,503.31%
11-04-2023,Instagram,Lead Generation,Youth,Australia,17252,3633,3336,2278,491,734,366,404.61,4344.71,19.34%,20.30%,973.80%
12-04-2023,Instagram,Brand Awareness,Students,USA,36144,7865,351,1759,61,355,79,379.58,1524.36,0.97%,6.02%,301.59%
13-04-2023,Instagram,Product Launch,Students,Australia,32601,25109,666,2355,292,198,98,911.51,1324.19,2.04%,8.73%,45.27%
15-04-2023,Facebook,Brand Awareness,Professionals,Canada,7380,34132,302,1939,193,590,103,316.47,3799.54,4.09%,36.88%,1100.60%
15-04-2023,Instagram,Product Launch,Professionals,India,7479,18007,2680,1427,207,156,192,227.55,1329.61,35.83%,23.93%,484.32%
17-04-2023,Instagram,Brand Awareness,Adults,India,13197,15421,4609,68,41,373,71,628.18,3115.08,34.92%,3.65%,395.89%
17-04-2023,Facebook,Brand Awareness,Youth,India,25503,20358,4186,985,368,779,128,792.05,2308.39,16.41%,8.36%,191.44%
17-04-2023,Facebook,Brand Awareness,Youth,Canada,34171,17734,939,1654,329,727,381,285.71,272.3,2.75%,7.93%,-4.69%
20-04-2023,Instagram,Lead Generation,Students,UK,6753,8445,3084,17,76,702,464,885.65,135.01,45.67%,11.77%,-84.76%
22-04-2023,Instagram,Festive Sale,Youth,India,4044,32267,1521,1617,265,167,476,16.03,4592.28,37.61%,50.67%,28548.03%
23-04-2023,Instagram,Lead Generation,Youth,UK,40385,14503,303,883,370,585,455,556.69,3459.89,0.75%,4.55%,521.51%
24-04-2023,Instagram,Festive Sale,Students,UK,11763,36470,1257,1474,151,418,259,83.43,4316.99,10.69%,17.37%,5074.39%
26-04-2023,Instagram,Lead Generation,Professionals,USA,40148,26296,2518,2168,15,766,383,299.41,3838.49,6.27%,7.35%,1182.02%
27-04-2023,Instagram,Product Launch,Students,Australia,39729,22123,2283,564,125,347,259,792.17,1245.64,5.75%,2.61%,57.24%
28-04-2023,Instagram,Lead Generation,Professionals,Canada,41860,16250,653,2179,69,71,18,47.41,2254.9,1.56%,5.54%,4656.17%
28-04-2023,Instagram,Product Launch,Professionals,UK,14844,35126,3606,1255,67,793,361,493.36,2367.72,24.29%,14.25%,379.92%
30-04-2023,Instagram,Product Launch,Professionals,Australia,1992,5988,936,117,29,560,326,810.38,4303.83,46.99%,35.44%,431.09%
30-04-2023,Instagram,Product Launch,Students,Canada,42973,8703,4825,2103,81,174,128,63.16,4446.48,11.23%,5.49%,6940.03%
01-05-2023,Facebook,Lead Generation,Adults,Australia,37686,38721,4655,1211,325,76,446,166.55,2382.69,12.35%,4.28%,1330.62%
02-05-2023,Instagram,Brand Awareness,Students,UK,16732,14135,4481,2713,442,71,333,335.07,469.12,26.78%,19.28%,40.01%
02-05-2023,Facebook,Festive Sale,Students,Canada,22584,18358,3938,1128,103,299,432,492.94,4977.83,17.44%,6.77%,909.82%
03-05-2023,Facebook,Lead Generation,Adults,Australia,14329,37504,3840,1580,151,46,83,459.51,954.34,26.80%,12.40%,107.69%
03-05-2023,Facebook,Festive Sale,Professionals,Canada,2820,25547,4666,579,200,34,435,811.01,1813.03,165.46%,28.83%,123.55%
03-05-2023,Instagram,Festive Sale,Youth,USA,34756,22017,1239,2819,148,200,274,12.5,3891.07,3.56%,9.11%,31028.56%
04-05-2023,Facebook,Festive Sale,Professionals,USA,37736,16758,3152,263,471,696,168,834.73,983.56,8.35%,3.79%,17.83%
06-05-2023,Facebook,Product Launch,Adults,USA,47994,37663,1540,1703,362,214,474,173.88,1752.61,3.21%,4.75%,907.94%
08-05-2023,Instagram,Product Launch,Adults,Canada,45340,3565,3032,660,355,592,428,475.1,3822.75,6.69%,3.54%,704.62%
10-05-2023,Instagram,Product Launch,Youth,India,9488,15219,2561,652,262,326,368,986.1,2132.76,26.99%,13.07%,116.28%
10-05-2023,Facebook,Festive Sale,Students,India,42856,31788,1208,2695,283,393,23,30.81,3883.27,2.82%,7.87%,12503.93%
13-05-2023,Instagram,Product Launch,Adults,Australia,1893,21550,838,1535,252,497,430,950.46,1044.31,44.27%,120.66%,9.87%
13-05-2023,Facebook,Lead Generation,Youth,USA,34214,20802,4997,2162,95,214,281,156.9,2547.66,14.61%,7.22%,1523.75%
14-05-2023,Facebook,Product Launch,Professionals,Australia,38335,21193,3848,117,356,135,44,224.33,975.21,10.04%,1.59%,334.72%
15-05-2023,Facebook,Lead Generation,Youth,UK,12559,26118,2126,2833,85,201,342,802.69,486.98,16.93%,24.83%,-39.33%
16-05-2023,Instagram,Brand Awareness,Adults,Australia,20989,2813,2481,2116,19,13,117,65.08,1685.27,11.82%,10.23%,2489.54%
16-05-2023,Facebook,Product Launch,Youth,USA,42679,21658,4939,1293,493,141,334,453.41,2761.3,11.57%,4.52%,509.01%
18-05-2023,Instagram,Festive Sale,Professionals,UK,8067,10800,2636,2017,117,145,465,716.98,937.8,32.68%,28.25%,30.80%
20-05-2023,Facebook,Lead Generation,Students,Canada,16187,15092,3451,238,225,195,437,799.02,4988.37,21.32%,4.06%,524.31%
21-05-2023,Facebook,Brand Awareness,Adults,Australia,2378,25892,3699,1517,14,377,258,689.51,3666.3,155.55%,80.24%,431.73%
21-05-2023,Instagram,Product Launch,Professionals,UK,31480,31762,865,2692,302,193,470,603.02,4283.91,2.75%,10.12%,610.41%
21-05-2023,Instagram,Festive Sale,Youth,India,1706,8013,3198,2955,479,258,7,277.3,4155.76,187.46%,216.41%,1398.65%
22-05-2023,Facebook,Brand Awareness,Adults,UK,19984,3871,761,593,145,693,442,316.18,461.93,3.81%,7.16%,46.10%
22-05-2023,Facebook,Festive Sale,Professionals,USA,34422,21178,882,2300,385,22,307,26.01,2948.29,2.56%,7.86%,11235.22%
25-05-2023,Instagram,Lead Generation,Professionals,Australia,15873,1527,4775,1960,412,670,132,194.09,2143.92,30.08%,19.16%,1004.60%
25-05-2023,Instagram,Lead Generation,Students,Canada,31270,10643,1379,598,208,566,104,750.3,1610.18,4.41%,4.39%,114.60%
26-05-2023,Instagram,Lead Generation,Students,Australia,8995,11562,959,2662,27,656,5,251.4,3056.41,10.66%,37.19%,1115.76%
26-05-2023,Instagram,Festive Sale,Students,UK,12819,32025,1946,91,443,168,226,240.27,3993.08,15.18%,5.48%,1561.91%
26-05-2023,Instagram,Lead Generation,Professionals,USA,7022,36290,2578,339,167,345,201,488.52,3411.39,36.71%,12.12%,598.31%
27-05-2023,Facebook,Festive Sale,Professionals,USA,28388,31876,3453,2244,1,184,265,739.38,1726.27,12.16%,8.56%,133.48%
28-05-2023,Instagram,Product Launch,Students,UK,1066,34585,3815,1023,497,631,389,514.12,926.5,357.88%,201.78%,80.21%
28-05-2023,Instagram,Product Launch,Professionals,USA,48922,25007,3438,2972,368,667,459,871.4,4401.36,7.03%,8.19%,405.09%
30-05-2023,Instagram,Product Launch,Students,USA,38425,10118,294,455,20,140,106,129.87,2163.17,0.77%,1.60%,1565.64%
30-05-2023,Facebook,Product Launch,Professionals,UK,30709,10519,954,33,297,427,110,799.51,1004.13,3.11%,2.47%,25.59%
30-05-2023,Instagram,Lead Generation,Adults,Canada,23538,31821,4532,2885,114,461,31,225.49,4821.57,19.25%,14.70%,2038.26%
01-06-2023,Instagram,Festive Sale,Professionals,Canada,5994,24918,4257,1734,42,434,219,322.33,4732.71,71.02%,36.87%,1368.28%
01-06-2023,Facebook,Lead Generation,Youth,USA,42136,13070,116,2206,313,32,102,685.92,3833.78,0.28%,6.05%,458.93%
02-06-2023,Facebook,Brand Awareness,Professionals,UK,5938,21815,2618,1027,412,243,160,469.23,4253.23,44.09%,28.33%,806.43%
02-06-2023,Instagram,Brand Awareness,Students,USA,30245,34183,4507,775,490,366,108,564.78,3153.24,14.90%,5.39%,458.31%
03-06-2023,Instagram,Product Launch,Professionals,Canada,28160,37566,1835,427,211,115,347,336.52,2714.35,6.52%,2.67%,706.59%
04-06-2023,Instagram,Brand Awareness,Youth,India,19895,8326,3764,2549,383,759,52,24.76,3231.88,18.92%,18.55%,12952.83%
06-06-2023,Facebook,Product Launch,Students,Canada,38196,16806,591,734,285,499,53,721.6,3538.88,1.55%,3.97%,390.42%
09-06-2023,Facebook,Lead Generation,Adults,UK,33167,9022,730,2837,485,701,105,442.71,3806.98,2.20%,12.13%,759.93%
10-06-2023,Facebook,Brand Awareness,Adults,Australia,27426,16420,3397,1489,262,140,85,391.19,1063.87,12.39%,6.89%,171.96%
13-06-2023,Facebook,Lead Generation,Students,Canada,28454,6224,763,380,463,529,172,923.91,2069.28,2.68%,4.82%,123.97%
14-06-2023,Instagram,Product Launch,Adults,UK,6398,9217,1236,2197,23,306,331,327.56,2999.91,19.32%,39.48%,815.84%
15-06-2023,Facebook,Lead Generation,Professionals,USA,25327,15450,3899,1033,127,30,4,498.51,3930.39,15.39%,4.70%,688.43%
